project_slug,cve_id,github_username,github_repository_name,commit,file,class,class_start,class_end,method,method_start,method_end,signature
dromara__hutool_CVE-2018-17297_4.1.11,CVE-2018-17297,dromara,hutool,994a7a49bffec80400264065ed7e3f265a7d9dc9,hutool-core/src/main/java/cn/hutool/core/util/ZipUtil.java,ZipUtil,38,1100,unzip,463,487,"File unzip(ZipFile,File)"
dromara__hutool_CVE-2018-17297_4.1.11,CVE-2018-17297,dromara,hutool,994a7a49bffec80400264065ed7e3f265a7d9dc9,hutool-core/src/main/java/cn/hutool/core/util/ZipUtil.java,ZipUtil,38,1100,write,1061,1069,"void write(ZipFile,ZipEntry,File)"
dromara__hutool_CVE-2018-17297_4.1.11,CVE-2018-17297,dromara,hutool,994a7a49bffec80400264065ed7e3f265a7d9dc9,hutool-core/src/main/java/cn/hutool/core/util/ZipUtil.java,ZipUtil,38,1100,unzip,518,539,"File unzip(ZipInputStream,File)"
dromara__hutool_CVE-2018-17297_4.1.11,CVE-2018-17297,dromara,hutool,994a7a49bffec80400264065ed7e3f265a7d9dc9,hutool-core/src/test/java/cn/hutool/core/io/FileUtilTest.java,FileUtilTest,20,376,getMimeTypeTest,376,378,void getMimeTypeTest()
apache__tika_CVE-2018-11762_1.18,CVE-2018-11762,apache,tika,a09d853dbed712f644e274b497cce254f3189d57;5c78eb78893fa077a4e58be4484eab4717667d52,tika-app/src/main/java/org/apache/tika/cli/TikaCLI.java,FileEmbeddedDocumentExtractor,1037,1153,getOutputFile,1101,1134,"File getOutputFile(String,Metadata,MediaType)"
apache__tika_CVE-2018-11762_1.18,CVE-2018-11762,apache,tika,a09d853dbed712f644e274b497cce254f3189d57;5c78eb78893fa077a4e58be4484eab4717667d52,tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java,TikaCLITest,48,559,testConfigSerializationCustomStatic,550,555,void testConfigSerializationCustomStatic()
apache__tika_CVE-2018-11762_1.18,CVE-2018-11762,apache,tika,a09d853dbed712f644e274b497cce254f3189d57;5c78eb78893fa077a4e58be4484eab4717667d52,tika-app/src/main/java/org/apache/tika/cli/TikaCLI.java,TikaCLI,117,1249,process,359,489,void process(String)
apache__tika_CVE-2018-11762_1.18,CVE-2018-11762,apache,tika,a09d853dbed712f644e274b497cce254f3189d57;5c78eb78893fa077a4e58be4484eab4717667d52,tika-app/src/main/java/org/apache/tika/cli/TikaCLI.java,FileEmbeddedDocumentExtractor,1030,1102,parseEmbedded,1040,1098,"void parseEmbedded(InputStream,ContentHandler,Metadata,boolean)"
apache__tika_CVE-2018-11762_1.18,CVE-2018-11762,apache,tika,a09d853dbed712f644e274b497cce254f3189d57;5c78eb78893fa077a4e58be4484eab4717667d52,tika-app/src/main/java/org/apache/tika/cli/TikaCLI.java,NoDocumentXMPMetaHandler,1220,1232,endDocument,1232,1244,void endDocument()
apache__tika_CVE-2018-11762_1.18,CVE-2018-11762,apache,tika,a09d853dbed712f644e274b497cce254f3189d57;5c78eb78893fa077a4e58be4484eab4717667d52,tika-app/src/main/java/org/apache/tika/cli/TikaCLI.java,NoDocumentMetHandler,1180,1211,endDocument,1195,1200,void endDocument()
apache__tika_CVE-2018-11762_1.18,CVE-2018-11762,apache,tika,a09d853dbed712f644e274b497cce254f3189d57;5c78eb78893fa077a4e58be4484eab4717667d52,tika-app/src/main/java/org/apache/tika/cli/TikaCLI.java,TikaServer,1120,1151,processSocketInBackground,1151,1175,void processSocketInBackground(Socket)
apache__tika_CVE-2018-11762_1.18,CVE-2018-11762,apache,tika,a09d853dbed712f644e274b497cce254f3189d57;5c78eb78893fa077a4e58be4484eab4717667d52,tika-app/src/main/java/org/apache/tika/cli/TikaCLI.java,NoDocumentXMPMetaHandler,1220,1232,NoDocumentXMPMetaHandler,1226,1228,"NoDocumentXMPMetaHandler(Metadata,PrintWriter)"
apache__tika_CVE-2018-11762_1.18,CVE-2018-11762,apache,tika,a09d853dbed712f644e274b497cce254f3189d57;5c78eb78893fa077a4e58be4484eab4717667d52,tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java,TikaCLITest,38,505,testExtract,248,282,void testExtract()
apache__tika_CVE-2018-11762_1.18,CVE-2018-11762,apache,tika,a09d853dbed712f644e274b497cce254f3189d57;5c78eb78893fa077a4e58be4484eab4717667d52,tika-example/src/main/java/org/apache/tika/example/ExtractEmbeddedFiles.java,MyEmbeddedDocumentExtractor,58,73,parseEmbedded,73,103,"void parseEmbedded(InputStream,ContentHandler,Metadata,boolean)"
apache__tika_CVE-2018-11762_1.18,CVE-2018-11762,apache,tika,a09d853dbed712f644e274b497cce254f3189d57;5c78eb78893fa077a4e58be4484eab4717667d52,tika-server/src/main/java/org/apache/tika/server/resource/UnpackerResource.java,MyEmbeddedDocumentExtractor,160,246,parseEmbedded,173,240,"void parseEmbedded(InputStream,ContentHandler,Metadata,boolean)"
spring-cloud__spring-cloud-config_CVE-2020-5410_2.1.8.RELEASE,CVE-2020-5410,spring-cloud,spring-cloud-config,03eaadc25323d8c8c89f528e8585033ed90c50f6,spring-cloud-config-server/src/main/java/org/springframework/cloud/config/server/resource/GenericResourceRepository.java,GenericResourceRepository,36,85,findOne,53,82,"Resource findOne(String,String,String,String)"
spring-cloud__spring-cloud-config_CVE-2020-5410_2.1.8.RELEASE,CVE-2020-5410,spring-cloud,spring-cloud-config,03eaadc25323d8c8c89f528e8585033ed90c50f6,spring-cloud-config-server/src/test/java/org/springframework/cloud/config/server/resource/GenericResourceRepositoryTests.java,GenericResourceRepositoryTests,40,123,invalidPathWithPreviousDirectoryAllEncoded,119,120,void invalidPathWithPreviousDirectoryAllEncoded()
spring-cloud__spring-cloud-config_CVE-2020-5405_2.1.6.RELEASE,CVE-2020-5405,spring-cloud,spring-cloud-config,651f458919c40ef9a5e93e7d76bf98575910fad0,spring-cloud-config-client/src/main/java/org/springframework/cloud/config/client/ConfigServicePropertySourceLocator.java,ConfigServicePropertySourceLocator,74,368,getRemoteEnvironment,223,292,"Environment getRemoteEnvironment(RestTemplate,ConfigClientProperties,String,String)"
spring-cloud__spring-cloud-config_CVE-2020-5405_2.1.6.RELEASE,CVE-2020-5405,spring-cloud,spring-cloud-config,651f458919c40ef9a5e93e7d76bf98575910fad0,spring-cloud-config-client/src/main/java/org/springframework/cloud/config/environment/Environment.java,Environment,35,132,getProfiles,107,108,String getProfiles()
spring-cloud__spring-cloud-config_CVE-2020-5405_2.1.6.RELEASE,CVE-2020-5405,spring-cloud,spring-cloud-config,651f458919c40ef9a5e93e7d76bf98575910fad0,spring-cloud-config-server/src/main/java/org/springframework/cloud/config/server/environment/EnvironmentController.java,EnvironmentController,67,374,getEnvironment,132,150,"Environment getEnvironment(String,String,String,boolean)"
spring-cloud__spring-cloud-config_CVE-2020-5405_2.1.6.RELEASE,CVE-2020-5405,spring-cloud,spring-cloud-config,651f458919c40ef9a5e93e7d76bf98575910fad0,spring-cloud-config-server/src/main/java/org/springframework/cloud/config/server/resource/GenericResourceRepository.java,GenericResourceRepository,41,211,isInvalidEncodedPath,116,134,boolean isInvalidEncodedPath(String)
spring-cloud__spring-cloud-config_CVE-2020-5405_2.1.6.RELEASE,CVE-2020-5405,spring-cloud,spring-cloud-config,651f458919c40ef9a5e93e7d76bf98575910fad0,spring-cloud-config-server/src/main/java/org/springframework/cloud/config/server/resource/GenericResourceRepository.java,GenericResourceRepository,41,211,findOne,60,85,"Resource findOne(String,String,String,String)"
spring-cloud__spring-cloud-config_CVE-2020-5405_2.1.6.RELEASE,CVE-2020-5405,spring-cloud,spring-cloud-config,651f458919c40ef9a5e93e7d76bf98575910fad0,spring-cloud-config-server/src/main/java/org/springframework/cloud/config/server/resource/GenericResourceRepository.java,GenericResourceRepository,41,211,getProfilePaths,88,108,"Collection getProfilePaths(String,String)"
spring-cloud__spring-cloud-config_CVE-2020-5405_2.1.6.RELEASE,CVE-2020-5405,spring-cloud,spring-cloud-config,651f458919c40ef9a5e93e7d76bf98575910fad0,spring-cloud-config-server/src/main/java/org/springframework/cloud/config/server/resource/ResourceController.java,ResourceController,64,246,binary,200,212,"byte binary(ServletWebRequest,String,String,String,String)"
spring-cloud__spring-cloud-config_CVE-2020-5405_2.1.6.RELEASE,CVE-2020-5405,spring-cloud,spring-cloud-config,651f458919c40ef9a5e93e7d76bf98575910fad0,spring-cloud-config-server/src/main/java/org/springframework/cloud/config/server/resource/ResourceController.java,ResourceController,64,246,resolveName,226,232,String resolveName(String)
spring-cloud__spring-cloud-config_CVE-2020-5405_2.1.6.RELEASE,CVE-2020-5405,spring-cloud,spring-cloud-config,651f458919c40ef9a5e93e7d76bf98575910fad0,spring-cloud-config-server/src/main/java/org/springframework/cloud/config/server/resource/ResourceController.java,ResourceController,64,246,retrieve,136,164,"String retrieve(ServletWebRequest,String,String,String,String,boolean)"
spring-cloud__spring-cloud-config_CVE-2020-5405_2.1.6.RELEASE,CVE-2020-5405,spring-cloud,spring-cloud-config,651f458919c40ef9a5e93e7d76bf98575910fad0,spring-cloud-config-server/src/main/java/org/springframework/cloud/config/server/resource/ResourceController.java,ResourceController,64,246,checkNotModified,216,223,"boolean checkNotModified(ServletWebRequest,Resource)"
spring-cloud__spring-cloud-config_CVE-2020-5405_2.1.6.RELEASE,CVE-2020-5405,spring-cloud,spring-cloud-config,651f458919c40ef9a5e93e7d76bf98575910fad0,spring-cloud-config-server/src/test/java/org/springframework/cloud/config/server/resource/GenericResourceRepositoryTests.java,GenericResourceRepositoryTests,40,99,invalidPath,99,105,void invalidPath()
joniles__mpxj_CVE-2020-35460_8.3.4,CVE-2020-35460,joniles,mpxj,8eaf4225048ea5ba7e59ef4556dab2098fcc4a1d,src/main/java/net/sf/mpxj/common/InputStreamHelper.java,InputStreamHelper,37,115,processZipStream,115,146,"void processZipStream(File,InputStream)"
apache__flink_CVE-2020-17519_1.11.2,CVE-2020-17519,apache,flink,b561010b0ee741543c3953306037f00d7a9f0801,flink-runtime/src/main/java/org/apache/flink/runtime/rest/handler/cluster/JobManagerCustomLogHandler.java,JobManagerCustomLogHandler,38,53,getFile,53,58,File getFile(HandlerRequest)
kubernetes-client__java_CVE-2020-8570_client-java-parent-9.0.1,CVE-2020-8570,kubernetes-client,java,858316ae8bc1145005a0310e1f65f95d2389a589,util/src/main/java/io/kubernetes/client/Copy.java,Copy,45,385,copyDirectoryFromPod,142,196,"void copyDirectoryFromPod(String,String,String,String,Path,boolean)"
asf__karaf_CVE-2022-22932_4.3.5,CVE-2022-22932,apache,karaf,36a2bc4,obr/src/main/java/org/apache/karaf/obr/command/util/FileUtil.java,FileUtil,34,144,unjar,96,140,"void unjar(JarInputStream,File)"
vert-x3__vertx-web_CVE-2019-17640_3.9.3,CVE-2019-17640,vert-x3,vertx-web,b12f7c4c6576a8adc3f683b2899de4b0e7d099e4,vertx-web/src/main/java/io/vertx/ext/web/handler/impl/StaticHandlerImpl.java,StaticHandlerImpl,51,824,handle,125,145,void handle(RoutingContext)
vert-x3__vertx-web_CVE-2019-17640_3.9.3,CVE-2019-17640,vert-x3,vertx-web,b12f7c4c6576a8adc3f683b2899de4b0e7d099e4,vertx-web/src/test/java/io/vertx/ext/web/handler/StaticHandlerTest.java,StaticHandlerTest,39,861,testGetDefaultIndex,51,52,void testGetDefaultIndex()
vert-x3__vertx-web_CVE-2019-17640_3.9.3,CVE-2019-17640,vert-x3,vertx-web,b12f7c4c6576a8adc3f683b2899de4b0e7d099e4,vertx-web/src/test/java/io/vertx/ext/web/handler/StaticHandlerTest.java,StaticHandlerTest,39,861,toDateTime,852,857,long toDateTime(String)
ESAPI__esapi-java-legacy_CVE-2022-23457_2.2.3.1,CVE-2022-23457,ESAPI,esapi-java-legacy,a0d67b75593878b1b6e39e2acc1773b3effedb2a,src/main/java/org/owasp/esapi/reference/DefaultValidator.java,DefaultValidator,69,1253,getValidDirectoryPath,447,481,"String getValidDirectoryPath(String,String,File,boolean)"
srikanth-lingala__zip4j_CVE-2018-1002202_1.3.2,CVE-2018-1002202,srikanth-lingala,zip4j,3f15884e338fd2490bb9ee710cf0828aca55d285,src/main/java/net/lingala/zip4j/tasks/AbstractExtractFileTask.java,AbstractExtractFileTask,20,123,extractFile,30,58,"void extractFile(ZipInputStream,FileHeader,String,String,ProgressMonitor)"
srikanth-lingala__zip4j_CVE-2018-1002202_1.3.2,CVE-2018-1002202,srikanth-lingala,zip4j,3f15884e338fd2490bb9ee710cf0828aca55d285,src/main/java/net/lingala/zip4j/tasks/AddFolderToZipTask.java,AddFolderToZipTask,16,68,setDefaultFolderPath,44,51,void setDefaultFolderPath(AddFolderToZipTaskParameters taskParameters)
srikanth-lingala__zip4j_CVE-2018-1002202_1.3.2,CVE-2018-1002202,srikanth-lingala,zip4j,3f15884e338fd2490bb9ee710cf0828aca55d285,src/main/java/net/lingala/zip4j/tasks/AddFolderToZipTask.java,AddFolderToZipTask,16,68,setDefaultFolderPath,44,53,void setDefaultFolderPath(AddFolderToZipTaskParameters)
srikanth-lingala__zip4j_CVE-2018-1002202_1.3.2,CVE-2018-1002202,srikanth-lingala,zip4j,3f15884e338fd2490bb9ee710cf0828aca55d285,src/main/java/net/lingala/zip4j/util/FileUtils.java,FileUtils,38,393,getSplitZipFiles,138,181,List getSplitZipFiles(ZipModel)
srikanth-lingala__zip4j_CVE-2018-1002202_1.3.2,CVE-2018-1002202,srikanth-lingala,zip4j,3f15884e338fd2490bb9ee710cf0828aca55d285,src/test/java/net/lingala/zip4j/AddFilesToZipIT.java,AddFilesToZipIT,36,832,testAddFileWithDifferentFileNameSetsTheNewFileName,186,197,void testAddFileWithDifferentFileNameSetsTheNewFileName()
srikanth-lingala__zip4j_CVE-2018-1002202_1.3.2,CVE-2018-1002202,srikanth-lingala,zip4j,3f15884e338fd2490bb9ee710cf0828aca55d285,src/test/java/net/lingala/zip4j/ExtractZipFileIT.java,ExtractZipFileIT,25,287,testExtractFilesThrowsExceptionForWrongPasswordForZipStandardAndStore,239,251,void testExtractFilesThrowsExceptionForWrongPasswordForZipStandardAndStore()
srikanth-lingala__zip4j_CVE-2018-1002202_1.3.2,CVE-2018-1002202,srikanth-lingala,zip4j,3f15884e338fd2490bb9ee710cf0828aca55d285,src/test/java/net/lingala/zip4j/ExtractZipFileIT.java,ExtractZipFileIT,25,287,testExtractAllStoreAndNoEncryptionExtractsSuccessfully,31,40,void testExtractAllStoreAndNoEncryptionExtractsSuccessfully()
srikanth-lingala__zip4j_CVE-2018-1002202_1.3.2,CVE-2018-1002202,srikanth-lingala,zip4j,3f15884e338fd2490bb9ee710cf0828aca55d285,src/test/java/net/lingala/zip4j/ExtractZipFileIT.java,ExtractZipFileIT,25,287,testExtractAllDeflateAndNoEncryptionExtractsSuccessfully,83,90,void testExtractAllDeflateAndNoEncryptionExtractsSuccessfully()
srikanth-lingala__zip4j_CVE-2018-1002202_1.3.2,CVE-2018-1002202,srikanth-lingala,zip4j,3f15884e338fd2490bb9ee710cf0828aca55d285,src/test/java/net/lingala/zip4j/ExtractZipFileIT.java,ExtractZipFileIT,25,287,testExtractAllStoreAndZipStandardEncryptionExtractsSuccessfully,44,53,void testExtractAllStoreAndZipStandardEncryptionExtractsSuccessfully()
