CWE ID,CVE,Author,Package,Tag,Recall,Alerts,Paths,TP Alerts,TP Paths,Precision,F1,TOP_3,TOP_5,TOP_10
CWE-094,CVE-2021-30180,apache,dubbo,2.7.9,1,16,70,2,2,0.125,0.222222222,0,0,1
CWE-094,CVE-2021-4178,fabric8io,kubernetes-client,5.0.2,0,0,1,0,1,0,0,0,0,0
CWE-094,CVE-2022-42889,apache,commons-text,1.9,0,0,0,0,0,N/A,0,,,
CWE-094,CVE-2022-44262,ff4j,ff4j,1.8.13,0,0,0,0,0,N/A,0,,,
CWE-094,CVE-2023-51770,apache,dolphinscheduler,3.2.0,0,0,0,0,0,N/A,0,,,
CWE-094,CVE-2023-49109,apache,dolphinscheduler,3.2.0,1,1,1,1,1,1,1,1,1,1
CWE-094,CVE-2020-11998,apache,activemq,5.15.12,0,0,0,0,0,N/A,0,,,
CWE-094,CVE-2023-49093,HtmlUnit,htmlunit,3.8.0,0,0,0,0,0,N/A,0,,,
CWE-094,CVE-2023-33246,apache,rocketmq,5.1.0,0,0,0,0,0,N/A,0,,,
CWE-094,CVE-2023-32697,xerial,sqlite-jdbc,3.41.2.1,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2025-53621,DSpace,DSpace,dspace-7.6.3,0,1,2,0,0,0,0,0,0,0
CWE-611,CVE-2018-8026,apache,solr,6.0.0,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2017-5661,apache,xmlgraphics-fop,2.1,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2025-53689,apache,jackrabbit,2.22.0,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2024-52807,HL7,fhir-ig-publisher,1.7.3,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2024-36522,apache,wicket,9.0.0,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2025-47293,powsybl,powsybl-core,6.7.1,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2025-52888,allure-framework,allure2,2.34.0,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2024-52007,hapifhir,org.hl7.fhir.core,5.6.91,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2024-51132,hapifhir,org.hl7.fhir.core,5.6.91,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2024-28168,apache,xmlgraphics-fop,2.9,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2021-47621,classgraph,classgraph,4.8.111,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2020-36641,gturri,aXMLRPC,1.12.0,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2023-41034,eclipse-leshan,leshan,2.0.0-M1,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2021-23792,haraldk,TwelveMonkeys,3.7.0,0,0,0,0,0,N/A,0,,,
CWE-918,CVE-2024-47883,OpenRefine,simile-butterfly,1,0,0,1,0,0,0,0,0,0,0
CWE-918,CVE-2023-51441,apache,axis-axis1-java,1.3.0,0,0,1,0,0,0,0,0,0,0
CWE-918,CVE-2024-39954,apache,eventmesh,1.6.0-release,0,2,2,0,0,0,0,0,0,0
CWE-918,CVE-2023-48240,xwiki,xwiki-platform,11.11.0,0,1,1,0,0,0,0,0,0,0
CWE-918,CVE-2020-21122,youseries,ureport,2.2.9,0,0,0,0,0,N/A,0,,,
CWE-918,CVE-2019-10686,ctripcorp,apollo,1.3.0,0,0,0,0,0,N/A,0,,,
CWE-918,CVE-2024-40625,geoserver,geoserver,2.25.0,0,0,0,0,0,N/A,0,,,
CWE-918,CVE-2024-12801,qos-ch,logback,1.4.0,0,2,2,0,0,0,0,0,0,0
CWE-918,CVE-2023-48910,microcks,microcks,1.7.0,0,0,0,0,0,N/A,0,,,
CWE-918,CVE-2023-46502,opencrx,opencrx,5.2.0,0,1,1,0,0,0,0,0,0,0
CWE-918,CVE-2022-41401,OpenRefine,OpenRefine,3.5.2,0,0,0,0,0,N/A,0,,,
CWE-089,CVE-2025-62228,apache,flink-cdc,3.3.0,0,0,0,0,0,N/A,0,,,
CWE-089,CVE-2022-4963,folio-org,spring-module-core,2.0.0,0,0,0,0,0,N/A,0,,,
CWE-089,CVE-2020-13921,apache,skywalking,8.0.0,0,0,0,0,0,N/A,0,,,
CWE-089,CVE-2023-35088,apache,inlong,1.5.0,0,0,0,0,0,N/A,0,,,
