CWE ID,CVE,Author,Package,Tag,Recall,Alerts,Paths,TP Alerts,TP Paths,Precision,F1,TOP_3,TOP_5,TOP_10
CWE-078,CVE-2024-28125,unclebob,fitnesse,20240707,1,4,4,4,4,1,1,1,1,1
CWE-078,CVE-2022-25168,apache,hadoop,3.3.0,1,1,8,1,1,1,1,1,1,1
CWE-078,CVE-2013-7285,x-stream,xstream,1.4.6,1,8,8,4,4,0.5,0.666666667,1,1,1
CWE-078,CVE-2022-25173,jenkinsci,workflow-cps-plugin,2646.v6ed3b5b01ff1,1,18,18,4,4,0.222222222,0.363636364,0,0,1
CWE-078,CVE-2022-25174,jenkinsci,workflow-cps-global-lib-plugin,544.vff04fa68714d,1,26,245,26,176,1,1,1,1,1
CWE-078,CVE-2022-25175,jenkinsci,workflow-multibranch-plugin,706.vd43c65dec013,0,0,0,0,0,N/A,0,,,
CWE-078,CVE-2017-1000487,codehaus-plexus,plexus-utils,3.0.15,1,2,2,2,2,1,1,1,1,1
CWE-078,CVE-2019-10392,jenkinsci,git-client-plugin,2.8.4,1,202,210,15,15,0.074257426,0.138248848,1,1,1
CWE-078,CVE-2020-2261,jenkinsci,perfecto-plugin,1.17,1,1,3,1,3,1,1,1,1,1
CWE-078,CVE-2022-33140,apache,nifi,1.16.2,1,2,2,2,2,1,1,1,1,1
CWE-078,CVE-2023-24422,jenkinsci,script-security-plugin,1228.vd93135a_2fb_25,0,60,314,0,4,0,0,0,0,0
CWE-078,CVE-2021-38294,apache,storm,2.0.0,1,4,22,2,4,0.5,0.666666667,1,1,1
CWE-074,CVE-2023-39013,larsga,Duke,1.2,1,1,1,1,1,1,1,1,1,1
CWE-074,CVE-2023-25141,apache,sling-org-apache-sling-jcr-base,3.1.0,1,1,1,1,1,1,1,1,1,1
CWE-074,CVE-2022-40145,apache,karaf,4.4.0,1,1,1,1,1,1,1,1,1,1
CWE-074,CVE-2022-34916,apache,flume,1.10.0,1,2,5,2,2,1,1,1,1,1
CWE-074,CVE-2018-1000130,rhuss,jolokia,1.3.7,1,25,43,9,12,0.36,0.529411765,1,1,1
CWE-502,CVE-2017-15708,apache,synapse,3.0.0,0,5,9,0,2,0,0,0,0,0
CWE-502,CVE-2019-7091,adobe,coldfusion,11_Update_15,1,66,66,11,11,0.166666667,0.285714286,1,1,1
CWE-502,CVE-2019-0192,apache,solr,6.0.0,0,0,11,0,11,0,0,0,0,0
CWE-502,CVE-2023-46604,apache,activemq,5.16.0,1,28,28,28,28,1,1,1,1,1
CWE-284,CVE-2016-4437,apache,shiro,1.2.4,1,3,3,3,3,1,1,1,1,1
CWE-502,CVE-2021-44228,apache,logging-log4j2,2.14.0,1,5,15,4,14,0.8,0.888888889,1,1,1
CWE-502,CVE-2025-47771,powsybl,powsybl-core,6.7.1,1,1,1,1,1,1,1,1,1,1
CWE-502,CVE-2018-1297,apache,jmeter,3.0.0,0,0,0,0,0,N/A,0,,,
CWE-502,CVE-2025-6544,h2oai,h2o-3,3.46.0.7,1,6,6,3,3,0.5,0.666666667,1,1,1
CWE-502,CVE-2024-10553,h2oai,h2o-3,3.46.0.5,1,6,6,3,3,0.5,0.666666667,1,1,1
CWE-502,CVE-2023-45146,xuxueli,xxl-rpc,1.7.0,1,1329,1349,1329,1349,1,1,1,1,1
CWE-502,CVE-2024-47552,apache,incubator-seata,2.0.0,1,3,3,2,2,0.666666667,0.8,1,1,1
CWE-502,CVE-2023-51785,apache,inlong,1.5.0,1,97,97,3,3,0.030927835,0.06,0,0,1
CWE-502,CVE-2023-48887,fengjiachu,Jupiter,1.3.1,1,89,89,84,84,0.943820225,0.971098266,1,1,1
CWE-502,CVE-2023-31890,glazedlists,glazedlists,1.11.0,0,6,6,0,0,0,0,0,0,0
CWE-079,CVE-2019-10077,apache,jspwiki,2.11.0.M3,0,0,0,0,0,N/A,0,,,
CWE-079,CVE-2019-10076,apache,jspwiki,2.11.0.M3,0,0,0,0,0,N/A,0,,,
CWE-079,CVE-2019-10078,apache,jspwiki,2.11.0.M3,0,0,0,0,0,N/A,0,,,
CWE-079,CVE-2019-10089,apache,jspwiki,2.11.0.M4,0,0,0,0,0,N/A,0,,,
CWE-079,CVE-2019-10219,hibernate,hibernate-validator,6.0.17.Final,0,0,3,0,3,0,0,0,0,0
CWE-079,CVE-2016-6812,asf,cxf,3.0.11,1,34,243,27,115,0.7941176470588235,0.8852459016393442,1,1,1
CWE-079,CVE-2022-46907,apache,jspwiki,2.11.3,1,40,116,29,32,0.725,0.8405797101449275,1,1,1
CWE-079,CVE-2025-62249,liferay,liferay-portal,114.1.0,0,133,598,0,126,0.0,0.0,0,0,0
CWE-079,CVE-2025-43774,liferay,liferay-portal-taglib-clay,15.2.1,0,0,0,0,0,N/A,0,,,
CWE-079,CVE-2019-17573,asf,cxf,3.2.11,0,0,0,0,0,N/A,0,,,
CWE-020,CVE-2017-18349,pippo-java,pippo,1.11.0,1,31,31,31,31,1,1,1,1,1
CWE-094,CVE-2022-22947,spring-cloud,spring-cloud-gateway,3.0.6,1,35,35,26,26,0.742857143,0.852459016,1,1,1
CWE-094,CVE-2021-30180,apache,dubbo,2.7.9,1,55,130,15,15,0.272727273,0.428571429,1,1,1
CWE-094,CVE-2021-4178,fabric8io,kubernetes-client,5.0.2,1,2,2,2,2,1,1,1,1,1
CWE-094,CVE-2022-42889,apache,commons-text,1.9,1,1,1,1,1,1,1,1,1,1
CWE-094,CVE-2022-44262,ff4j,ff4j,1.8.13,0,0,0,0,0,N/A,0,,,
CWE-094,CVE-2023-51770,apache,dolphinscheduler,3.2.0,1,1,1,1,1,1,1,1,1,1
CWE-094,CVE-2023-49109,apache,dolphinscheduler,3.2.0,1,3,3,3,3,1,1,1,1,1
CWE-094,CVE-2020-11998,apache,activemq,5.15.12,0,0,0,0,0,N/A,0,,,
CWE-094,CVE-2023-49093,HtmlUnit,htmlunit,3.8.0,1,7,7,7,7,1,1,1,1,1
CWE-094,CVE-2023-33246,apache,rocketmq,5.1.0,0,0,0,0,0,N/A,0,,,
CWE-094,CVE-2023-32697,xerial,sqlite-jdbc,3.41.2.1,0,11,18,0,1,0,0,0,0,0
CWE-611,CVE-2025-53621,DSpace,DSpace,dspace-7.6.3,1,15,43,15,43,1,1,1,1,1
CWE-611,CVE-2018-8026,apache,solr,6.0.0,0,8,348,0,199,0,0,0,0,0
CWE-611,CVE-2017-5661,apache,xmlgraphics-fop,2.1,1,6,20,6,6,1,1,1,1,1
CWE-611,CVE-2025-53689,apache,jackrabbit,2.22.0,1,8,36,4,24,0.5,0.666666667,1,1,1
CWE-611,CVE-2024-52807,HL7,fhir-ig-publisher,1.7.3,1,17,37,17,37,1,1,1,1,1
CWE-611,CVE-2024-36522,apache,wicket,9.0.0,1,1,3,1,2,1,1,1,1,1
CWE-611,CVE-2025-47293,powsybl,powsybl-core,6.7.1,1,85,119,8,16,0.094117647,0.172043011,0,0,1
CWE-611,CVE-2025-52888,allure-framework,allure2,2.34.0,1,3,3,3,3,1,1,1,1,1
CWE-611,CVE-2024-52007,hapifhir,org.hl7.fhir.core,5.6.91,0,14,19,0,2,0,0,0,0,0
CWE-611,CVE-2024-51132,hapifhir,org.hl7.fhir.core,5.6.91,1,21,54,12,15,0.571428571,0.727272727,1,1,1
CWE-611,CVE-2024-28168,apache,xmlgraphics-fop,2.9,0,13,13,0,0,0,0,0,0,0
CWE-611,CVE-2021-47621,classgraph,classgraph,4.8.111,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2020-36641,gturri,aXMLRPC,1.12.0,1,1,1,1,1,1,1,1,1,1
CWE-611,CVE-2023-41034,eclipse-leshan,leshan,2.0.0-M1,1,2,2,2,2,1,1,1,1,1
CWE-611,CVE-2021-23792,haraldk,TwelveMonkeys,3.7.0,1,2,2,2,2,1,1,1,1,1
CWE-918,CVE-2024-47883,OpenRefine,simile-butterfly,1,1,38,86,36,68,0.947368421,0.972972973,1,1,1
CWE-918,CVE-2023-51441,apache,axis-axis1-java,1.3.0,1,4,6,2,3,0.5,0.666666667,1,1,1
CWE-918,CVE-2024-39954,apache,eventmesh,1.6.0-release,1,45,55,23,23,0.511111111,0.676470588,0,1,1
CWE-918,CVE-2023-48240,xwiki,xwiki-platform,11.11.0,1,4,4,4,4,1,1,1,1,1
CWE-918,CVE-2020-21122,youseries,ureport,2.2.9,1,24,24,6,6,0.25,0.4,0,0,1
CWE-918,CVE-2019-10686,ctripcorp,apollo,1.3.0,1,26,38,1,1,0.038461538,0.074074074,1,1,1
CWE-918,CVE-2024-40625,geoserver,geoserver,2.25.0,1,2,2,2,2,1,1,1,1,1
CWE-918,CVE-2024-12801,qos-ch,logback,1.4.0,1,2,2,2,2,1,1,1,1,1
CWE-918,CVE-2023-48910,microcks,microcks,1.7.0,1,10,10,4,4,0.4,0.571428571,1,1,1
CWE-918,CVE-2023-46502,opencrx,opencrx,5.2.0,1,12,12,8,8,0.666666667,0.8,1,1,1
CWE-918,CVE-2022-41401,OpenRefine,OpenRefine,3.5.2,1,6,6,4,4,0.666666667,0.8,1,1,1
CWE-089,CVE-2025-62228,apache,flink-cdc,3.3.0,1,55,75,55,75,1,1,1,1,1
CWE-089,CVE-2022-4963,folio-org,spring-module-core,2.0.0,0,4,163,0,84,0,0,0,0,0
CWE-089,CVE-2020-13921,apache,skywalking,8.0.0,0,220,259,0,2,0,0,0,0,0
CWE-089,CVE-2023-35088,apache,inlong,1.5.0,1,24,24,24,24,1,1,1,1,1
