CWE ID,CVE,Author,Package,Tag,Recall,Alerts,Paths,TP Alerts,TP Paths,Precision,F1,TOP_3,TOP_5,TOP_10
CWE-074,CVE-2022-40145,apache,karaf,4.4.0,1,1,1,1,1,1,1,1,1,1
CWE-074,CVE-2022-34916,apache,flume,1.10.0,1,5,5,2,2,0.4,0.571428571,1,1,1
CWE-074,CVE-2018-1000130,rhuss,jolokia,1.3.7,1,37,43,9,12,0.243243243,0.391304348,1,1,1
CWE-502,CVE-2017-15708,apache,synapse,3.0.0,0,7,9,0,2,0,0,0,0,0
CWE-502,CVE-2019-7091,adobe,coldfusion,11_Update_15,1,66,66,11,11,0.166666667,0.285714286,1,1,1
CWE-502,CVE-2019-0192,apache,solr,6.0.0,0,0,11,0,11,0,0,0,0,0
CWE-502,CVE-2023-46604,apache,activemq,5.16.0,1,28,28,28,28,1,1,1,1,1
CWE-284,CVE-2016-4437,apache,shiro,1.2.4,1,3,3,3,3,1,1,1,1,1
CWE-502,CVE-2021-44228,apache,logging-log4j2,2.14.0,1,15,15,14,14,0.933333333,0.965517241,1,1,1
CWE-502,CVE-2025-47771,powsybl,powsybl-core,6.7.1,1,1,1,1,1,1,1,1,1,1
CWE-502,CVE-2018-1297,apache,jmeter,3.0.0,0,0,0,0,0,N/A,0,,,
CWE-502,CVE-2025-6544,h2oai,h2o-3,3.46.0.7,1,4,6,2,3,0.5,0.666666667,1,1,1
CWE-502,CVE-2024-10553,h2oai,h2o-3,3.46.0.5,1,6,6,3,3,0.5,0.666666667,1,1,1
CWE-502,CVE-2023-45146,xuxueli,xxl-rpc,1.7.0,1,1318,1337,1318,1337,1,1,1,1,1
CWE-502,CVE-2024-47552,apache,incubator-seata,2.0.0,1,3,3,2,2,0.666666667,0.8,1,1,1
CWE-502,CVE-2023-51785,apache,inlong,1.5.0,1,88,88,3,3,0.034090909,0.065934066,0,0,1
CWE-502,CVE-2023-48887,fengjiachu,Jupiter,1.3.1,1,75,75,71,71,0.946666667,0.97260274,1,1,1
CWE-502,CVE-2023-31890,glazedlists,glazedlists,1.11.0,0,6,6,0,0,0,0,0,0,0
CWE-079,CVE-2019-10077,apache,jspwiki,2.11.0.M3,0,0,0,0,0,N/A,0,,,
CWE-079,CVE-2019-10076,apache,jspwiki,2.11.0.M3,0,0,0,0,0,N/A,0,,,
CWE-079,CVE-2019-10078,apache,jspwiki,2.11.0.M3,0,0,0,0,0,N/A,0,,,
CWE-079,CVE-2019-10089,apache,jspwiki,2.11.0.M4,0,0,0,0,0,N/A,0,,,
CWE-079,CVE-2019-10219,hibernate,hibernate-validator,6.0.17.Final,0,0,3,0,3,0,0,0,0,0
CWE-079,CVE-2016-6812,asf,cxf,3.0.11,1,171,243,81,115,0.473684211,0.642857143,1,1,1
CWE-079,CVE-2022-46907,apache,jspwiki,2.11.3,1,67,91,23,24,0.343283582,0.511111111,0,0,1
CWE-079,CVE-2025-62249,liferay,liferay-portal,114.1.0,0,62,511,0,105,0,0,0,0,0
CWE-079,CVE-2025-43774,liferay,liferay-portal-taglib-clay,15.2.1,0,0,0,0,0,N/A,0,,,
CWE-079,CVE-2019-17573,asf,cxf,3.2.11,0,0,0,0,0,N/A,0,,,
CWE-020,CVE-2017-18349,pippo-java,pippo,1.11.0,1,31,31,31,31,1,1,1,1,1
CWE-094,CVE-2022-22947,spring-cloud,spring-cloud-gateway,3.0.6,1,15,35,15,26,1,1,1,1,1
CWE-094,CVE-2021-30180,apache,dubbo,2.7.9,1,78,130,15,15,0.192307692,0.322580645,1,1,1
CWE-094,CVE-2021-4178,fabric8io,kubernetes-client,5.0.2,1,2,2,2,2,1,1,1,1,1
CWE-094,CVE-2022-42889,apache,commons-text,1.9,1,1,1,1,1,1,1,1,1,1
CWE-094,CVE-2022-44262,ff4j,ff4j,1.8.13,0,0,0,0,0,N/A,0,,,
CWE-094,CVE-2023-51770,apache,dolphinscheduler,3.2.0,1,1,1,1,1,1,1,1,1,1
CWE-094,CVE-2023-49109,apache,dolphinscheduler,3.2.0,1,3,3,3,3,1,1,1,1,1
CWE-094,CVE-2020-11998,apache,activemq,5.15.12,0,0,0,0,0,N/A,0,,,
CWE-094,CVE-2023-49093,HtmlUnit,htmlunit,3.8.0,1,7,7,7,7,1,1,1,1,1
CWE-094,CVE-2023-33246,apache,rocketmq,5.1.0,0,0,0,0,0,N/A,0,,,
CWE-094,CVE-2023-32697,xerial,sqlite-jdbc,3.41.2.1,1,18,18,1,1,0.055555556,0.105263158,1,1,1
CWE-611,CVE-2025-53621,DSpace,DSpace,dspace-7.6.3,1,7,43,7,43,1,1,1,1,1
CWE-611,CVE-2018-8026,apache,solr,6.0.0,1,116,312,63,170,0.543103448,0.703910615,1,1,1
CWE-611,CVE-2017-5661,apache,xmlgraphics-fop,2.1,1,20,20,6,6,0.3,0.461538462,0,1,1
CWE-611,CVE-2025-53689,apache,jackrabbit,2.22.0,1,36,36,24,24,0.666666667,0.8,1,1,1
CWE-611,CVE-2024-52807,HL7,fhir-ig-publisher,1.7.3,1,13,33,13,33,1,1,1,1,1
CWE-611,CVE-2024-36522,apache,wicket,9.0.0,1,3,3,2,2,0.666666667,0.8,1,1,1
CWE-611,CVE-2025-47293,powsybl,powsybl-core,6.7.1,1,86,109,12,16,0.139534884,0.244897959,0,0,1
CWE-611,CVE-2025-52888,allure-framework,allure2,2.34.0,1,3,3,3,3,1,1,1,1,1
CWE-611,CVE-2024-52007,hapifhir,org.hl7.fhir.core,5.6.91,1,19,19,2,2,0.105263158,0.19047619,0,0,1
CWE-611,CVE-2024-51132,hapifhir,org.hl7.fhir.core,5.6.91,1,48,54,15,15,0.3125,0.476190476,1,1,1
CWE-611,CVE-2024-28168,apache,xmlgraphics-fop,2.9,0,13,13,0,0,0,0,0,0,0
CWE-611,CVE-2021-47621,classgraph,classgraph,4.8.111,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2020-36641,gturri,aXMLRPC,1.12.0,1,1,1,1,1,1,1,1,1,1
CWE-611,CVE-2023-41034,eclipse-leshan,leshan,2.0.0-M1,1,2,2,2,2,1,1,1,1,1
CWE-611,CVE-2021-23792,haraldk,TwelveMonkeys,3.7.0,1,2,2,2,2,1,1,1,1,1
CWE-918,CVE-2024-47883,OpenRefine,simile-butterfly,1,1,80,86,68,68,0.85,0.918918919,1,1,1
CWE-918,CVE-2023-51441,apache,axis-axis1-java,1.3.0,1,5,6,3,3,0.6,0.75,1,1,1
CWE-918,CVE-2024-39954,apache,eventmesh,1.6.0-release,1,52,55,23,23,0.442307692,0.613333333,1,1,1
CWE-918,CVE-2023-48240,xwiki,xwiki-platform,11.11.0,1,3,4,3,4,1,1,1,1,1
CWE-918,CVE-2020-21122,youseries,ureport,2.2.9,1,24,24,6,6,0.25,0.4,1,1,1
CWE-918,CVE-2019-10686,ctripcorp,apollo,1.3.0,1,38,38,1,1,0.026315789,0.051282051,0,0,1
CWE-918,CVE-2024-40625,geoserver,geoserver,2.25.0,1,2,2,2,2,1,1,1,1,1
CWE-918,CVE-2024-12801,qos-ch,logback,1.4.0,1,2,2,2,2,1,1,1,1,1
CWE-918,CVE-2023-48910,microcks,microcks,1.7.0,1,10,10,4,4,0.4,0.571428571,1,1,1
CWE-918,CVE-2023-46502,opencrx,opencrx,5.2.0,1,12,12,8,8,0.666666667,0.8,1,1,1
CWE-918,CVE-2022-41401,OpenRefine,OpenRefine,3.5.2,1,6,6,4,4,0.666666667,0.8,1,1,1
CWE-089,CVE-2025-62228,apache,flink-cdc,3.3.0,1,61,71,61,71,1,1,1,1,1
CWE-089,CVE-2022-4963,folio-org,spring-module-core,2.0.0,1,53,161,17,82,0.320754717,0.485714286,0,0,1
CWE-089,CVE-2020-13921,apache,skywalking,8.0.0,1,110,206,2,2,0.018181818,0.035714286,0,0,0
CWE-089,CVE-2023-35088,apache,inlong,1.5.0,1,24,24,24,24,1,1,1,1,1
