CWE ID,CVE,Author,Package,Tag,Recall,Alerts,Paths,TP Alerts,TP Paths,Precision,F1,TOP_3,TOP_5,TOP_10
CWE-502,CVE-2023-31890,glazedlists,glazedlists,1.11.0,1,13,13,4,4,0.3077,0.4706,0,0,0
CWE-611,CVE-2025-53621,DSpace,DSpace,dspace-7.6.3,0,7,43,0,0,0,0,0,0,0
CWE-611,CVE-2018-8026,apache,solr,6.0.0,1,10,18,2,2,0.2,0.3333,0,0,1
CWE-611,CVE-2017-5661,apache,xmlgraphics-fop,2.1,1,6,20,6,6,1,1,1,1,1
CWE-611,CVE-2025-53689,apache,jackrabbit,2.22.0,1,36,36,24,24,0.6667,0.8,1,1,1
CWE-611,CVE-2024-52807,HL7,fhir-ig-publisher,1.7.3,1,20,47,10,37,0.5,0.6667,1,1,1
CWE-611,CVE-2024-36522,apache,wicket,9.0.0,1,3,3,2,2,0.6667,0.8,1,1,1
CWE-611,CVE-2025-47293,powsybl,powsybl-core,6.7.1,1,6,117,2,21,0.3333,0.5,1,1,1
CWE-611,CVE-2025-52888,allure-framework,allure2,2.34.0,1,3,3,3,3,1,1,1,1,1
CWE-611,CVE-2024-52007,hapifhir,org.hl7.fhir.core,5.6.91,0,0,19,0,2,0,0,0,0,0
CWE-611,CVE-2024-51132,hapifhir,org.hl7.fhir.core,5.6.91,1,20,54,13,15,0.65,0.7879,1,1,1
CWE-611,CVE-2024-28168,apache,xmlgraphics-fop,2.9,0,13,18,0,2,0,0,0,0,0
CWE-611,CVE-2021-47621,classgraph,classgraph,4.8.111,0,0,0,0,0,N/A,0,,,
CWE-611,CVE-2020-36641,gturri,aXMLRPC,1.12.0,1,1,1,1,1,1,1,1,1,1
CWE-611,CVE-2023-41034,eclipse-leshan,leshan,2.0.0-M1,1,2,2,2,2,1,1,1,1,1
CWE-611,CVE-2021-23792,haraldk,TwelveMonkeys,3.7.0,1,2,2,2,2,1,1,1,1,1
CWE-918,CVE-2024-47883,OpenRefine,simile-butterfly,1,1,17,39,16,26,0.9412,0.9697,1,1,1
CWE-918,CVE-2023-51441,apache,axis-axis1-java,1.3,1,4,7,2,3,0.5,0.6667,,,
CWE-918,CVE-2024-39954,apache,eventmesh,1.6.0-release,1,61,78,9,11,0.1475,0.2571,0,0,1
CWE-918,CVE-2023-48240,xwiki,xwiki-platform,11.11.0,1,4,4,2,2,0.5,0.6667,1,1,1
CWE-918,CVE-2020-21122,youseries,ureport,2.2.9,1,24,24,6,6,0.25,0.4,0,0,1
CWE-918,CVE-2019-10686,ctripcorp,apollo,1.3.0,1,7,7,1,1,0.1429,0.25,0,1,1
CWE-918,CVE-2024-40625,geoserver,geoserver,2.25.0,1,2,2,2,2,1,1,1,1,1
CWE-918,CVE-2024-12801,qos-ch,logback,1.4.0,0,0,2,0,2,0,0,0,0,0
CWE-918,CVE-2023-48910,microcks,microcks,1.7.0,1,10,10,4,4,0.4,0.5714,1,1,1
CWE-918,CVE-2023-46502,opencrx,opencrx,5.2.0,1,12,12,8,8,0.6667,0.8,1,1,1
CWE-918,CVE-2022-41401,OpenRefine,OpenRefine,3.5.2,1,6,6,4,4,0.6667,0.8,1,1,1
